"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","Heterosexual / straight","35","[c]","28470","27570"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Medicine","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Operational Delivery","Undeclared","45","[c]","30980","27850"
"New entrant CS","2021","30-39","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Policy","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","Heterosexual / straight","30","[c]","28070","27570"
"New entrant CS","2021","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","Undeclared","55","[c]","29940","27570"
"New entrant CS","2021","30-39","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","Unknown","30","[c]","45710","43310"
"New entrant CS","2021","30-39","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","Unknown","30","[c]","44200","43950"
"New entrant CS","2021","30-39","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","Unknown","205","[c]","42650","38630"
"New entrant CS","2021","30-39","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Economics","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Finance","Unknown","45","[c]","34380","32790"
"New entrant CS","2021","30-39","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","Unknown","40","[c]","36210","33850"
"New entrant CS","2021","30-39","Unknown","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Intelligence Analysis","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","International Trade","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Knowledge and Information Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","Unknown","70","[c]","41570","36480"
"New entrant CS","2021","30-39","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
