"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Property","Ministry of Justice","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Other","AA/AO","15","[c]","24790","24430"
"Leaver CS","2021","Property","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Unknown","AA/AO","25","[c]","25020","26530"
"Leaver CS","2021","Property","Scottish Government","Unknown","EO","15","[c]","31650","30160"
"Leaver CS","2021","Property","Scottish Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","AA/AO","20","[c]","20090","20370"
"Leaver CS","2021","Security","Cabinet Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","SEO/HEO","20","[c]","33470","33300"
"Leaver CS","2021","Security","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Security","AA/AO","290","[c]","27890","23540"
"Leaver CS","2021","Security","Ministry of Defence","Security","EO","35","[c]","33020","29960"
"Leaver CS","2021","Security","Ministry of Defence","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Security","SEO/HEO","20","[c]","43820","40580"
"Leaver CS","2021","Security","Ministry of Justice","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","SEO/HEO","15","[c]","35060","32290"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Commercial","SEO/HEO","10","[c]","36830","36780"
"Leaver CS","2021","Unknown","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Communications","EO","15","[c]","25920","28500"
"Leaver CS","2021","Unknown","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","SEO/HEO","20","[c]","37450","36780"
"Leaver CS","2021","Unknown","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","SEO/HEO","10","[c]","38720","37190"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","G6/G7","20","[c]","59870","57190"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","SEO/HEO","25","[c]","35990","36870"
"Leaver CS","2021","Unknown","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Policy","EO","20","[c]","27130","28500"
"Leaver CS","2021","Unknown","Department for Education","Policy","G6/G7","50","[c]","56970","54400"
"Leaver CS","2021","Unknown","Department for Education","Policy","SCS level","15","[c]","83760","79670"
"Leaver CS","2021","Unknown","Department for Education","Policy","SEO/HEO","55","[c]","36790","36780"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Property","G6/G7","15","[c]","59080","58930"
"Leaver CS","2021","Unknown","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","EO","15","[c]","25990","26780"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","G6/G7","30","[c]","65420","62160"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","SEO/HEO","50","[c]","32720","34700"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","AA/AO","2060","[c]","21210","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","EO","1860","[c]","28070","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","G6/G7","120","[c]","58140","57230"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","SCS level","15","[c]","89650","85500"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","SEO/HEO","335","[c]","35330","34290"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","EO","60","[c]","26980","26870"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","G6/G7","60","[c]","60120","56360"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","SEO/HEO","70","[c]","37710","40010"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
