"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","SEO/HEO","15","[c]","39640","41090"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Luton","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","SEO/HEO","10","[c]","34370","33300"
"Leaver Dept.","2021","East of England","East Anglia","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Peterborough","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Peterborough","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Peterborough","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Suffolk","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Suffolk","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Suffolk","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Haven Gateway","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Thurrock","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","West Essex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","West Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","EO","10","[c]","30320","31060"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","EO","15","[c]","32010","31680"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","G6/G7","30","[c]","60320","57800"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","SEO/HEO","35","[c]","42370","41410"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","EO","10","[c]","29320","30170"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","AA/AO","15","[c]","22980","22860"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","EO","40","[c]","27780","27500"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","G6/G7","105","[c]","59940","58130"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","SCS level","20","[c]","88510","88350"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","SEO/HEO","120","[c]","37530","36800"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","AA/AO","20","[c]","22540","22680"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","EO","35","[c]","27730","27650"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","SEO/HEO","45","[c]","36320","34560"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wandsworth","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wandsworth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Westminster","AA/AO","90","[c]","23800","23670"
"Leaver Dept.","2021","London","Inner London - West","Westminster","EO","535","[c]","28110","27680"
"Leaver Dept.","2021","London","Inner London - West","Westminster","G6/G7","1430","[c]","57350","54920"
"Leaver Dept.","2021","London","Inner London - West","Westminster","SCS level","250","[c]","88440","79050"
"Leaver Dept.","2021","London","Inner London - West","Westminster","SEO/HEO","1980","[c]","36470","35070"
"Leaver Dept.","2021","London","Inner London - West","Westminster","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Bexley and Greenwich","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Bexley and Greenwich","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Enfield","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Bromley","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Croydon","AA/AO","40","[c]","24100","25120"
"Leaver Dept.","2021","London","Outer London - South","Croydon","EO","75","[c]","29210","28670"
"Leaver Dept.","2021","London","Outer London - South","Croydon","G6/G7","40","[c]","61930","59970"
"Leaver Dept.","2021","London","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Croydon","SEO/HEO","70","[c]","39470","39500"
"Leaver Dept.","2021","London","Outer London - South","Croydon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Brent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Brent","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ealing","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Harrow and Hillingdon","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Harrow and Hillingdon","EO","15","[c]","28260","28850"
"Leaver Dept.","2021","London","Outer London - West and North West","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","EO","25","[c]","28750","28670"
"Leaver Dept.","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","SEO/HEO","10","[c]","35540","35070"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","AA/AO","50","[c]","20970","21010"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","EO","30","[c]","27490","27570"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","AA/AO","145","[c]","20780","21010"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","EO","95","[c]","26060","26890"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","G6/G7","20","[c]","56170","55370"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","SEO/HEO","100","[c]","33050","31990"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Darlington","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Darlington","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Durham CC","AA/AO","75","[c]","21100","21010"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Durham CC","EO","20","[c]","25860","25290"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Durham CC","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","South Teesside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","South Teesside","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire West and Chester","AA/AO","[c]","[c]","[c]","[c]"
