"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Legal","HM Courts and Tribunals Service","SEO/HEO","40","[c]","28620","28600"
"New entrant CS","2021","30-39","Legal","HM Land Registry","G6/G7","10","[c]","58660","57000"
"New entrant CS","2021","30-39","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HM Revenue and Customs (excl. agencies)","G6/G7","10","[c]","57300","59160"
"New entrant CS","2021","30-39","Legal","HM Revenue and Customs (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Scottish Courts and Tribunals Service","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Advisory, Conciliation and Arbitration Service","EO","35","[c]","24470","24250"
"New entrant CS","2021","30-39","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","AA/AO","40","[c]","21360","21050"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","EO","40","[c]","25890","24920"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","SEO/HEO","20","[c]","35430","35900"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","EO","10","[c]","27500","27500"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","G6/G7","30","[c]","57310","54700"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","SEO/HEO","55","[c]","32290","32000"
"New entrant CS","2021","30-39","No function","Companies House","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Crown Commercial Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Crown Commercial Service","SEO/HEO","10","[c]","31490","31250"
"New entrant CS","2021","30-39","No function","Crown Office and Procurator Fiscal Service","AA/AO","15","[c]","20760","20760"
"New entrant CS","2021","30-39","No function","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Defence Science and Technology Laboratory","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Defence Science and Technology Laboratory","SEO/HEO","20","[c]","34470","37320"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","15","[c]","28000","27680"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","35","[c]","58360","53670"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","60","[c]","37550","40050"
"New entrant CS","2021","30-39","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Digital, Culture, Media and Sport","G6/G7","20","[c]","55940","51860"
"New entrant CS","2021","30-39","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","35","[c]","35180","34020"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","EO","10","[c]","26270","25000"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","G6/G7","15","[c]","55600","53420"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","SEO/HEO","40","[c]","34140","36500"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","[c]","24300","24920"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","40","[c]","55020","53380"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","100","[c]","33740","32560"
"New entrant CS","2021","30-39","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for International Trade","G6/G7","10","[c]","54730","51970"
"New entrant CS","2021","30-39","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for International Trade","SEO/HEO","25","[c]","34120","32120"
"New entrant CS","2021","30-39","No function","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Transport (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Transport (excl. agencies)","G6/G7","25","[c]","58350","54110"
"New entrant CS","2021","30-39","No function","Department for Transport (excl. agencies)","SEO/HEO","40","[c]","35290","34710"
"New entrant CS","2021","30-39","No function","Department of Health and Social Care (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department of Health and Social Care (excl. agencies)","G6/G7","40","[c]","55490","53360"
"New entrant CS","2021","30-39","No function","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department of Health and Social Care (excl. agencies)","SEO/HEO","60","[c]","35130","32790"
"New entrant CS","2021","30-39","No function","Driver and Vehicle Licensing Agency","AA/AO","40","[c]","19330","18060"
"New entrant CS","2021","30-39","No function","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Driver and Vehicle Standards Agency","AA/AO","20","[c]","24970","26580"
"New entrant CS","2021","30-39","No function","Driver and Vehicle Standards Agency","EO","15","[c]","27700","26130"
"New entrant CS","2021","30-39","No function","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Education and Skills Funding Agency","SEO/HEO","15","[c]","33600","36500"
"New entrant CS","2021","30-39","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Food Standards Agency","SEO/HEO","10","[c]","36600","37350"
"New entrant CS","2021","30-39","No function","Health and Safety Executive","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Health and Safety Executive","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Health and Safety Executive","SEO/HEO","20","[c]","39620","36040"
"New entrant CS","2021","30-39","No function","HM Courts and Tribunals Service","AA/AO","265","[c]","19660","18880"
"New entrant CS","2021","30-39","No function","HM Courts and Tribunals Service","EO","30","[c]","23520","22570"
"New entrant CS","2021","30-39","No function","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Courts and Tribunals Service","SEO/HEO","25","[c]","29790","30850"
"New entrant CS","2021","30-39","No function","HM Land Registry","AA/AO","125","[c]","22580","22350"
"New entrant CS","2021","30-39","No function","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Prison and Probation Service","AA/AO","1020","[c]","23990","22850"
"New entrant CS","2021","30-39","No function","HM Prison and Probation Service","EO","30","[c]","25600","24620"
"New entrant CS","2021","30-39","No function","HM Prison and Probation Service","SEO/HEO","30","[c]","32040","30120"
"New entrant CS","2021","30-39","No function","HM Prison and Probation Service","Unknown","325","[c]","23220","22920"
"New entrant CS","2021","30-39","No function","HM Revenue and Customs (excl. agencies)","AA/AO","390","[c]","20190","20140"
"New entrant CS","2021","30-39","No function","HM Revenue and Customs (excl. agencies)","EO","50","[c]","26000","25560"
"New entrant CS","2021","30-39","No function","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","45","[c]","32940","31810"
"New entrant CS","2021","30-39","No function","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","HM Treasury (excl. agencies)","EO","10","[c]","26820","26750"
"New entrant CS","2021","30-39","No function","HM Treasury (excl. agencies)","G6/G7","15","[c]","57740","57000"
"New entrant CS","2021","30-39","No function","HM Treasury (excl. agencies)","SEO/HEO","25","[c]","33640","32320"
"New entrant CS","2021","30-39","No function","Insolvency Service","AA/AO","25","[c]","21210","20880"
"New entrant CS","2021","30-39","No function","Insolvency Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Institute for Apprenticeships and Technical Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Legal Aid Agency","AA/AO","15","[c]","19260","18880"
"New entrant CS","2021","30-39","No function","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Maritime and Coastguard Agency","AA/AO","15","[c]","24090","24090"
"New entrant CS","2021","30-39","No function","Maritime and Coastguard Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Maritime and Coastguard Agency","SEO/HEO","15","[c]","40310","39040"
"New entrant CS","2021","30-39","No function","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","15","[c]","52810","53130"
"New entrant CS","2021","30-39","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","35","[c]","35460","36340"
"New entrant CS","2021","30-39","No function","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Ministry of Justice (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Ministry of Justice (excl. agencies)","SEO/HEO","35","[c]","35050","36800"
"New entrant CS","2021","30-39","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
