"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","EO","Male","30","[c]","30450","29750"
"Leaver CS","2021","30-39","Scottish Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","AO","Female","5","[c]","[c]","[c]"
