"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Security","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Female","Heterosexual / straight","910","[c]","21270","21010"
"Leaver CS","2021","Unknown","AA/AO","Female","LGBO","50","[c]","21810","21010"
"Leaver CS","2021","Unknown","AA/AO","Female","Undeclared","100","[c]","21130","21010"
"Leaver CS","2021","Unknown","AA/AO","Female","Unknown","2215","[c]","21100","21010"
"Leaver CS","2021","Unknown","AA/AO","Male","Heterosexual / straight","565","[c]","21430","21010"
"Leaver CS","2021","Unknown","AA/AO","Male","LGBO","45","[c]","21580","21010"
"Leaver CS","2021","Unknown","AA/AO","Male","Undeclared","65","[c]","21200","21010"
"Leaver CS","2021","Unknown","AA/AO","Male","Unknown","1150","[c]","21450","21010"
"Leaver CS","2021","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Heterosexual / straight","685","[c]","27730","27570"
"Leaver CS","2021","Unknown","EO","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Undeclared","90","[c]","27660","27570"
"Leaver CS","2021","Unknown","EO","Female","Unknown","1340","[c]","28120","27570"
"Leaver CS","2021","Unknown","EO","Male","Heterosexual / straight","420","[c]","27760","27570"
"Leaver CS","2021","Unknown","EO","Male","LGBO","45","[c]","27430","27570"
"Leaver CS","2021","Unknown","EO","Male","Undeclared","70","[c]","27730","27570"
"Leaver CS","2021","Unknown","EO","Male","Unknown","820","[c]","28370","27570"
"Leaver CS","2021","Unknown","EO","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","Heterosexual / straight","100","[c]","59310","56650"
"Leaver CS","2021","Unknown","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","Unknown","270","[c]","63050","61010"
"Leaver CS","2021","Unknown","G6/G7","Male","Heterosexual / straight","120","[c]","62190","60640"
"Leaver CS","2021","Unknown","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Male","Unknown","320","[c]","61310","57960"
"Leaver CS","2021","Unknown","G6/G7","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Unknown","65","[c]","107540","94930"
"Leaver CS","2021","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Female","Heterosexual / straight","275","[c]","35910","34450"
"Leaver CS","2021","Unknown","SEO/HEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Female","Undeclared","35","[c]","36160","34290"
"Leaver CS","2021","Unknown","SEO/HEO","Female","Unknown","750","[c]","34620","34290"
"Leaver CS","2021","Unknown","SEO/HEO","Male","Heterosexual / straight","245","[c]","36890","35330"
"Leaver CS","2021","Unknown","SEO/HEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Male","Unknown","775","[c]","35910","35110"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Unknown","245","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
