"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","Policy","SEO/HEO","65","[c]","36860","36780"
"Leaver Dept.","2021","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","120","[c]","22150","21010"
"Leaver Dept.","2021","Asian","Unknown","EO","125","[c]","28620","27570"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","120","[c]","36380","34550"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","AA/AO","45","[c]","21630","21150"
"Leaver Dept.","2021","Black","Operational Delivery","EO","35","[c]","26300","26410"
"Leaver Dept.","2021","Black","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","SEO/HEO","40","[c]","35940","34020"
"Leaver Dept.","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","80","[c]","28280","27570"
"Leaver Dept.","2021","Black","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","70","[c]","37090","36650"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
