"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","10","[c]","70510","74740"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","25","[c]","50040","52430"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Legal","45","[c]","58040","52990"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Other","30","[c]","29840","27350"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","15","[c]","48050","50930"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","15","[c]","33180","26740"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","15","[c]","37760","35790"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","315","[c]","23050","20650"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","15","[c]","45590","30990"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","265","[c]","36890","31650"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","1620","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","95","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Communications","20","[c]","47160","44130"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","20","[c]","57340","52160"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Human Resources","15","[c]","41580","36600"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","20","[c]","35160","34650"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","410","[c]","28600","24890"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Other","55","[c]","35710","30910"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Policy","150","[c]","50090","42410"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Project Delivery","50","[c]","49620","54860"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Unknown","275","[c]","34110","28790"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
