"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","30","30","47720","44090"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Finance","Female","10","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Human Resources","Female","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Operational Delivery","Female","335","220","20560","21590"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Operational Delivery","Male","90","75","22640","21590"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Policy","Female","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Security","Male","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Operational Delivery","Female","100","80","26890","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Operational Delivery","Male","475","415","28790","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Policy","Male","10","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Property","Female","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Property","Male","5","5","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Finance","Female","10","10","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Finance","Male","10","5","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education Scotland","Unknown","Female","20","20","[c]","[c]"
"In post","2021","60-64","Education Scotland","Unknown","Male","15","10","[c]","[c]"
"In post","2021","60-64","ESTYN","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Inspector of Education and Training","Female","5","5","[c]","[c]"
"In post","2021","60-64","ESTYN","Inspector of Education and Training","Male","5","5","[c]","[c]"
"In post","2021","60-64","ESTYN","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","60-64","FCDO Services","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Legal","Male","5","5","[c]","[c]"
"In post","2021","60-64","FCDO Services","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Property","Male","30","30","45140","44900"
"In post","2021","60-64","FCDO Services","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Security","Male","35","25","36380","33390"
"In post","2021","60-64","Food Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Operational Delivery","Male","70","65","28260","26750"
"In post","2021","60-64","Food Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Science and Engineering","Male","5","5","[c]","[c]"
