"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","No function","Tax","South East (England)","305","270","34750","31870"
"In post","2021","White","No function","Tax","South West (England)","300","280","39400","31940"
"In post","2021","White","No function","Tax","Wales","575","545","33570","31810"
"In post","2021","White","No function","Tax","West Midlands (England)","445","415","39220","35000"
"In post","2021","White","No function","Tax","Yorkshire and The Humber","415","380","37490","31870"
"In post","2021","White","No function","Unknown","East Midlands (England)","75","70","31370","31810"
"In post","2021","White","No function","Unknown","East of England","20","20","[c]","[c]"
"In post","2021","White","No function","Unknown","London","1540","1520","49910","54650"
"In post","2021","White","No function","Unknown","North East (England)","240","225","23480","20140"
"In post","2021","White","No function","Unknown","North West (England)","315","305","27380","20380"
"In post","2021","White","No function","Unknown","Northern Ireland","70","65","26910","25560"
"In post","2021","White","No function","Unknown","Scotland","115","110","26990","20140"
"In post","2021","White","No function","Unknown","South East (England)","30","30","[c]","[c]"
"In post","2021","White","No function","Unknown","South West (England)","70","70","29670","25560"
"In post","2021","White","No function","Unknown","Unknown","55","55","42780","39240"
"In post","2021","White","No function","Unknown","Wales","215","205","24930","20140"
"In post","2021","White","No function","Unknown","West Midlands (England)","80","75","30470","31810"
"In post","2021","White","No function","Unknown","Yorkshire and The Humber","65","65","35570","31810"
"In post","2021","White","No function","Veterinarian","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Veterinarian","East of England","15","15","[c]","[c]"
"In post","2021","White","No function","Veterinarian","London","35","35","49920","52070"
"In post","2021","White","No function","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Veterinarian","North West (England)","25","25","[c]","[c]"
"In post","2021","White","No function","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Veterinarian","Scotland","30","30","42950","37500"
"In post","2021","White","No function","Veterinarian","South East (England)","30","25","[c]","[c]"
"In post","2021","White","No function","Veterinarian","South West (England)","60","60","45060","45050"
"In post","2021","White","No function","Veterinarian","Wales","55","55","43460","37910"
"In post","2021","White","No function","Veterinarian","West Midlands (England)","40","35","45540","46830"
"In post","2021","White","No function","Veterinarian","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","East of England","15","15","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","South East (England)","25","25","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","South West (England)","610","585","38840","34770"
"In post","2021","White","Project Delivery","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Communications","London","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Communications","South West (England)","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","Scotland","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","South East (England)","20","20","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","South West (England)","295","285","42890","42980"
"In post","2021","White","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Economics","London","25","25","[c]","[c]"
"In post","2021","White","Project Delivery","Economics","Overseas","30","30","[c]","[c]"
"In post","2021","White","Project Delivery","Economics","Scotland","10","5","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","London","20","20","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","North West (England)","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","Scotland","25","20","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","South West (England)","250","240","42750","39980"
"In post","2021","White","Project Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","South West (England)","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","South East (England)","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","South West (England)","120","115","37140","36150"
"In post","2021","White","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Medicine","London","5","5","[c]","[c]"
"In post","2021","White","Project Delivery","Medicine","Overseas","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","Medicine","Scotland","[c]","[c]","[c]","[c]"
