"Status","Year","Organisation","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","Unknown","60","[c]","43920","35110"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Female","Unknown","50","[c]","26670","25870"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Male","Heterosexual / straight","50","[c]","37640","33650"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Male","Unknown","100","[c]","32980","33650"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","Unknown","5","[c]","[c]","[c]"
