"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Operational Delivery","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Outside London","Female","100","[c]","24450","20920"
"New entrant CS","2021","50-59","Other","Outside London","Male","180","[c]","28640","26350"
"New entrant CS","2021","50-59","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","London","Female","65","[c]","45360","40650"
"New entrant CS","2021","50-59","Policy","London","Male","60","[c]","53550","51890"
"New entrant CS","2021","50-59","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","Outside London","Female","55","[c]","39720","31360"
"New entrant CS","2021","50-59","Policy","Outside London","Male","45","[c]","42510","38060"
"New entrant CS","2021","50-59","Project Delivery","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Outside London","Female","65","[c]","36620","33660"
"New entrant CS","2021","50-59","Project Delivery","Outside London","Male","95","[c]","42990","40000"
"New entrant CS","2021","50-59","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Outside London","Male","75","[c]","38670","33300"
"New entrant CS","2021","50-59","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","Outside London","Female","50","[c]","37330","37080"
"New entrant CS","2021","50-59","Science and Engineering","Outside London","Male","105","[c]","38180","33000"
"New entrant CS","2021","50-59","Security","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Outside London","Male","130","[c]","29920","25540"
"New entrant CS","2021","50-59","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","Outside London","Female","160","[c]","21780","20140"
"New entrant CS","2021","50-59","Tax","Outside London","Male","150","[c]","22390","20140"
"New entrant CS","2021","50-59","Unknown","London","Female","295","[c]","35970","31060"
"New entrant CS","2021","50-59","Unknown","London","Male","180","[c]","45420","31060"
"New entrant CS","2021","50-59","Unknown","Outside London","Female","1690","[c]","26920","27570"
"New entrant CS","2021","50-59","Unknown","Outside London","Male","1085","[c]","28550","27570"
"New entrant CS","2021","50-59","Unknown","Unknown","Female","85","[c]","33430","27570"
"New entrant CS","2021","50-59","Unknown","Unknown","Male","60","[c]","45160","27570"
"New entrant CS","2021","50-59","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","London","Female","35","[c]","35370","27690"
"New entrant CS","2021","60-64","Operational Delivery","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Outside London","Female","155","[c]","23930","20500"
"New entrant CS","2021","60-64","Operational Delivery","Outside London","Male","140","[c]","27470","21430"
"New entrant CS","2021","60-64","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","London","Male","35","[c]","39940","31060"
"New entrant CS","2021","60-64","Unknown","Outside London","Female","305","[c]","25580","27570"
