"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Companies House","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Companies House","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Prosecution Service","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Prosecution Service","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Defence Equipment and Support","Outside London","290","[c]","34360","31950"
"Leaver Dept.","2021","Declared non-disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","40","[c]","40550","37940"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","235","[c]","47750","52300"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","125","[c]","48270","49600"
"Leaver Dept.","2021","Declared non-disabled","Department for Education (excl. agencies)","London","95","[c]","45560","40640"
"Leaver Dept.","2021","Declared non-disabled","Department for Education (excl. agencies)","Outside London","35","[c]","39850","37100"
"Leaver Dept.","2021","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Development","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Development","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","London","75","[c]","44680","38540"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport (excl. agencies)","London","125","[c]","46910","42460"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","155","[c]","40040","32110"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","850","[c]","28230","27570"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","75","[c]","26970","21590"
"Leaver Dept.","2021","Declared non-disabled","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","35","[c]","32720","31040"
"Leaver Dept.","2021","Declared non-disabled","Education and Skills Funding Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Education and Skills Funding Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","London","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Forestry and Land Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","London","65","[c]","46000","50830"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","London","85","[c]","34450","26410"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Outside London","185","[c]","23700","20020"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","London","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Outside London","205","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","175","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","605","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","London","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","London","465","[c]","43720","38420"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Outside London","405","[c]","27320","24880"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Met Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","London","90","[c]","46390","45200"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","165","[c]","34530","33300"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","220","[c]","41660","34690"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","30","[c]","37660","34010"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","London","180","[c]","43600","36800"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","80","[c]","39400","36000"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Infrastructure Commission","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","London","30","[c]","48450","47820"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Outside London","55","[c]","22500","21170"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
