"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Human Resources","Ministry of Defence (excl. agencies)","45","[c]","33550","29250"
"Leaver Dept.","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","10","[c]","32750","27970"
"Leaver Dept.","2021","Human Resources","Ministry of Justice (excl. agencies)","70","[c]","42620","36800"
"Leaver Dept.","2021","Human Resources","National Crime Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Government Internal Audit Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Attorney General's Office","10","[c]","50780","51460"
"Leaver Dept.","2021","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Prosecution Service","55","[c]","36100","27440"
"Leaver Dept.","2021","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Government Legal Department","70","[c]","48180","51250"
"Leaver Dept.","2021","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","HM Courts and Tribunals Service","15","[c]","37760","35790"
"Leaver Dept.","2021","Legal","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Justice (excl. agencies)","10","[c]","45460","52060"
"Leaver Dept.","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scottish Courts and Tribunals Service","20","[c]","31110","27950"
"Leaver Dept.","2021","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Advisory, Conciliation and Arbitration Service","30","[c]","24550","24250"
"Leaver Dept.","2021","No function","Animal and Plant Health Agency","50","[c]","22740","21050"
"Leaver Dept.","2021","No function","Cabinet Office (excl. agencies)","975","[c]","39160","32000"
"Leaver Dept.","2021","No function","Companies House","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Criminal Injuries Compensation Authority","20","[c]","25100","23700"
"Leaver Dept.","2021","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Defence Science and Technology Laboratory","30","[c]","37400","37320"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","380","[c]","46950","40220"
"Leaver Dept.","2021","No function","Department for Digital, Culture, Media and Sport","160","[c]","46530","49600"
"Leaver Dept.","2021","No function","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","345","[c]","41080","36500"
"Leaver Dept.","2021","No function","Department for International Trade","195","[c]","44250","38540"
"Leaver Dept.","2021","No function","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Driver and Vehicle Licensing Agency","60","[c]","22320","21170"
"Leaver Dept.","2021","No function","Driver and Vehicle Standards Agency","35","[c]","27540","25520"
"Leaver Dept.","2021","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Food Standards Agency","15","[c]","39940","37350"
"Leaver Dept.","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Health and Safety Executive","25","[c]","38360","30820"
"Leaver Dept.","2021","No function","HM Courts and Tribunals Service","305","[c]","23200","20470"
"Leaver Dept.","2021","No function","HM Prison and Probation Service","380","[c]","36320","30880"
"Leaver Dept.","2021","No function","HM Treasury (excl. agencies)","100","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Insolvency Service","35","[c]","24870","20880"
"Leaver Dept.","2021","No function","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Legal Aid Agency","25","[c]","21100","19930"
"Leaver Dept.","2021","No function","Maritime and Coastguard Agency","30","[c]","29870","28030"
"Leaver Dept.","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","250","[c]","40700","33960"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","160","[c]","39660","36800"
"Leaver Dept.","2021","No function","National Crime Agency","30","[c]","45980","43800"
"Leaver Dept.","2021","No function","National Infrastructure Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","15","[c]","52630","43500"
"Leaver Dept.","2021","No function","Office for Standards in Education, Children's Services and Skills","20","[c]","35690","28880"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","45","[c]","41440","35850"
"Leaver Dept.","2021","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of the Public Guardian","85","[c]","22200","21170"
"Leaver Dept.","2021","No function","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Public Health England","35","[c]","46990","52030"
"Leaver Dept.","2021","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","UK Hydrographic Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","UK Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","United Kingdom Statistics Authority","95","[c]","32030","29540"
"Leaver Dept.","2021","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Cabinet Office (excl. agencies)","15","[c]","55440","60420"
"Leaver Dept.","2021","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","205","[c]","32920","30660"
"Leaver Dept.","2021","Project Delivery","Defence Science and Technology Laboratory","15","[c]","51040","46090"
"Leaver Dept.","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","45710","46260"
"Leaver Dept.","2021","Project Delivery","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","15","[c]","47200","44990"
"Leaver Dept.","2021","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","45","[c]","54720","53240"
"Leaver Dept.","2021","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","25","[c]","38750","30850"
"Leaver Dept.","2021","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Defence (excl. agencies)","70","[c]","46990","41480"
"Leaver Dept.","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","10","[c]","37100","33210"
"Leaver Dept.","2021","Project Delivery","Ministry of Justice (excl. agencies)","15","[c]","44970","39530"
"Leaver Dept.","2021","Project Delivery","Northern Ireland Office","10","[c]","51160","52850"
"Leaver Dept.","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Rural Payments Agency","15","[c]","38640","36450"
"Leaver Dept.","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Submarine Delivery Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cabinet Office (excl. agencies)","10","[c]","47270","51900"
"Leaver Dept.","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Defence Equipment and Support","10","[c]","42730","40420"
"Leaver Dept.","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Ministry of Defence (excl. agencies)","15","[c]","38130","33300"
"Leaver Dept.","2021","Property","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Valuation Office Agency","60","[c]","30980","25860"
"Leaver Dept.","2021","Security","Cabinet Office (excl. agencies)","35","[c]","33520","33300"
"Leaver Dept.","2021","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","HM Prison and Probation Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence (excl. agencies)","15","[c]","28770","28840"
"Leaver Dept.","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","15","[c]","32910","32950"
"Leaver Dept.","2021","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Defence Equipment and Support","135","[c]","34590","32710"
