"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Operational Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
