"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Grants Management","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Grants Management","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
