"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","40","40","37420","35060"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","25","25","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","395","360","28360","23320"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","70","65","43980","39420"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","20","20","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","250","235","49600","57430"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","10","10","[c]","[c]"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Finance","10","10","[c]","[c]"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","15","15","[c]","[c]"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","80","80","50330","49100"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","25","25","[c]","[c]"
"In post","2021","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Legal","10","10","[c]","[c]"
"In post","2021","White","UK Supreme Court","UK Supreme Court","Operational Delivery","20","20","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Commercial","25","25","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Communications","55","55","36300","36030"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data and Technology","375","365","42230","37970"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Economics","80","80","41370","36530"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","50","45","37750","30130"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","130","120","38590","36030"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Delivery","2240","1865","27220","23050"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Research","15","15","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Policy","40","40","38200","36030"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","180","175","40510","36030"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Property","15","15","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","25","25","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Social Research","420","400","38600","37020"
"In post","2021","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Statistics","405","390","43300","37520"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Communications","15","15","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Finance","30","30","46490","41340"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Human Resources","65","60","40560","37450"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","755","700","29310","23340"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Operational Research","5","5","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Policy","10","10","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Project Delivery","55","55","42430","40490"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Property","1160","1065","36940","33250"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Valuation Office Agency","HM Revenue and Customs","Statistics","25","20","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Communications","10","10","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Finance","10","10","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Operational Delivery","70","65","29200","21590"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","Department for Transport","Science and Engineering","70","70","42050","39360"
"In post","2021","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Finance","5","5","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Operational Delivery","65","65","36250","32560"
"In post","2021","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Policy","5","5","[c]","[c]"
