"Status","Year","Disability","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Cabinet Office (excl. agencies)","100","[c]","50730","47670"
"Leaver CS","2021","Declared non-disabled","White","Centre for Environment, Fisheries and Aquaculture Science","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Charity Commission","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Companies House","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Competition and Markets Authority","50","[c]","56900","55070"
"Leaver CS","2021","Declared non-disabled","White","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Crown Office and Procurator Fiscal Service","75","[c]","31840","22220"
"Leaver CS","2021","Declared non-disabled","White","Crown Prosecution Service","120","[c]","46860","55000"
"Leaver CS","2021","Declared non-disabled","White","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Defence Equipment and Support","270","[c]","36680","32600"
"Leaver CS","2021","Declared non-disabled","White","Defence Science and Technology Laboratory","115","[c]","32370","28650"
"Leaver CS","2021","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","95","[c]","52810","53380"
"Leaver CS","2021","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Department for Education (excl. agencies)","135","[c]","45920","40940"
"Leaver CS","2021","Declared non-disabled","White","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Department for International Development","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Department for International Trade","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Department for Transport (excl. agencies)","45","[c]","50940","43980"
"Leaver CS","2021","Declared non-disabled","White","Department for Work and Pensions (excl. agencies)","2275","[c]","26270","25190"
"Leaver CS","2021","Declared non-disabled","White","Department of Health and Social Care (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Driver and Vehicle Licensing Agency","150","[c]","24320","21590"
"Leaver CS","2021","Declared non-disabled","White","Driver and Vehicle Standards Agency","125","[c]","28470","26780"
"Leaver CS","2021","Declared non-disabled","White","Education and Skills Funding Agency","35","[c]","46600","38800"
"Leaver CS","2021","Declared non-disabled","White","Education Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","FCDO Services","50","[c]","42610","37790"
"Leaver CS","2021","Declared non-disabled","White","Food Standards Agency","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Foreign and Commonwealth Office (excl. agencies)","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Foreign, Commonwealth and Development Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Forestry and Land Scotland","60","[c]","30550","28630"
"Leaver CS","2021","Declared non-disabled","White","Government Actuary's Department","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Government Internal Audit Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Government Legal Department","60","[c]","57850","51250"
"Leaver CS","2021","Declared non-disabled","White","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Health and Safety Executive","65","[c]","43680","43960"
"Leaver CS","2021","Declared non-disabled","White","HM Courts and Tribunals Service","645","[c]","23950","20100"
"Leaver CS","2021","Declared non-disabled","White","HM Land Registry","135","[c]","33230","27130"
"Leaver CS","2021","Declared non-disabled","White","HM Prison and Probation Service","1955","[c]","37680","31650"
"Leaver CS","2021","Declared non-disabled","White","HM Revenue and Customs (excl. agencies)","2320","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","HM Treasury (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Home Office (incl. agencies)","730","[c]","31170","25310"
"Leaver CS","2021","Declared non-disabled","White","Insolvency Service","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Legal Aid Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Maritime and Coastguard Agency","45","[c]","39130","35380"
"Leaver CS","2021","Declared non-disabled","White","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Met Office","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Ministry of Defence (excl. agencies)","1215","[c]","31220","28910"
"Leaver CS","2021","Declared non-disabled","White","Ministry of Housing, Communities and Local Government (excl. agencies)","45","[c]","48170","46120"
"Leaver CS","2021","Declared non-disabled","White","Ministry of Justice (excl. agencies)","85","[c]","41890","34670"
"Leaver CS","2021","Declared non-disabled","White","National Crime Agency","45","[c]","46360","43710"
"Leaver CS","2021","Declared non-disabled","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","National Records of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","National Savings and Investments","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","85","[c]","54490","51360"
"Leaver CS","2021","Declared non-disabled","White","Office of Gas and Electricity Markets","45","[c]","46920","40260"
"Leaver CS","2021","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Office of the Public Guardian","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Planning Inspectorate","30","[c]","39390","41020"
"Leaver CS","2021","Declared non-disabled","White","Public Health England","355","[c]","41320","34530"
"Leaver CS","2021","Declared non-disabled","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scottish Forestry","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scottish Government (excl. agencies)","120","[c]","44760","35110"
"Leaver CS","2021","Declared non-disabled","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Serious Fraud Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Social Security Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Submarine Delivery Agency","30","[c]","39190","39860"
"Leaver CS","2021","Declared non-disabled","White","The National Archives","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Transport Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","UK Export Finance","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","UK Hydrographic Office","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","UK Intellectual Property Office","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","UK Supreme Court","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","United Kingdom Statistics Authority","85","[c]","33520","26570"
"Leaver CS","2021","Declared non-disabled","White","Valuation Office Agency","100","[c]","30790","26000"
"Leaver CS","2021","Declared non-disabled","White","Vehicle Certification Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Water Services Regulation Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Welsh Government (excl. agencies)","110","[c]","43900","37410"
"Leaver CS","2021","Declared non-disabled","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Wilton Park","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department for Work and Pensions (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
