"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Mixed","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
