"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","Heterosexual / straight","100","[c]","52440","51250"
"Leaver CS","2021","White","Legal","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Outside London","Heterosexual / straight","175","[c]","43340","43460"
"Leaver CS","2021","White","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","London","Heterosexual / straight","585","[c]","46520","39840"
"Leaver CS","2021","White","No function","London","LGBO","65","[c]","49750","40050"
"Leaver CS","2021","White","No function","London","Undeclared","80","[c]","39610","32630"
"Leaver CS","2021","White","No function","London","Unknown","90","[c]","47130","40180"
"Leaver CS","2021","White","No function","Outside London","Heterosexual / straight","3605","[c]","29390","22350"
"Leaver CS","2021","White","No function","Outside London","LGBO","225","[c]","23730","20290"
"Leaver CS","2021","White","No function","Outside London","Undeclared","435","[c]","28290","21640"
"Leaver CS","2021","White","No function","Outside London","Unknown","585","[c]","35670","27130"
"Leaver CS","2021","White","No function","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","Heterosexual / straight","50","[c]","58810","55320"
"Leaver CS","2021","White","Project Delivery","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Outside London","Heterosexual / straight","460","[c]","36970","33630"
"Leaver CS","2021","White","Project Delivery","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Outside London","Undeclared","40","[c]","35640","31960"
"Leaver CS","2021","White","Project Delivery","Outside London","Unknown","30","[c]","35910","31300"
"Leaver CS","2021","White","Project Delivery","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Outside London","Heterosexual / straight","210","[c]","30630","27540"
"Leaver CS","2021","White","Property","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Outside London","Unknown","55","[c]","27350","26530"
"Leaver CS","2021","White","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Outside London","Heterosexual / straight","220","[c]","29780","26670"
"Leaver CS","2021","White","Security","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","London","Heterosexual / straight","525","[c]","41140","34250"
"Leaver CS","2021","White","Unknown","London","LGBO","45","[c]","45130","38050"
"Leaver CS","2021","White","Unknown","London","Undeclared","65","[c]","46510","42840"
"Leaver CS","2021","White","Unknown","London","Unknown","370","[c]","45690","38320"
"Leaver CS","2021","White","Unknown","Outside London","Heterosexual / straight","3605","[c]","28540","26120"
"Leaver CS","2021","White","Unknown","Outside London","LGBO","180","[c]","27160","26060"
"Leaver CS","2021","White","Unknown","Outside London","Undeclared","360","[c]","28190","26550"
"Leaver CS","2021","White","Unknown","Outside London","Unknown","3915","[c]","27670","26670"
"Leaver CS","2021","White","Unknown","Overseas","Heterosexual / straight","45","[c]","36860","36960"
"Leaver CS","2021","White","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Overseas","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
